host	config	arm	seed	command
desktop1	c10	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c10	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c11	armA	1	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 1 --output results/tier1b/sweep
desktop1	c11	armA	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 7 --output results/tier1b/sweep
desktop1	c11	armA	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 14 --output results/tier1b/sweep
desktop1	c11	armA	21	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 21 --output results/tier1b/sweep
desktop1	c11	armA	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 27 --output results/tier1b/sweep
desktop1	c11	armB	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 4 --output results/tier1b/sweep
desktop1	c11	armB	11	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 11 --output results/tier1b/sweep
desktop1	c11	armB	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 17 --output results/tier1b/sweep
desktop1	c11	armB	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 24 --output results/tier1b/sweep
desktop2	c1	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c1	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c1	armA	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 15 --output results/tier1b/sweep
desktop2	c1	armA	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 22 --output results/tier1b/sweep
desktop2	c1	armA	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 28 --output results/tier1b/sweep
desktop2	c1	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c1	armB	12	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 12 --output results/tier1b/sweep
desktop2	c1	armB	18	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 18 --output results/tier1b/sweep
desktop2	c1	armB	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 25 --output results/tier1b/sweep
desktop2	c2	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c2	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c2	armA	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 15 --output results/tier1b/sweep
desktop2	c2	armA	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 22 --output results/tier1b/sweep
desktop2	c2	armA	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 28 --output results/tier1b/sweep
desktop2	c2	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c2	armB	12	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 12 --output results/tier1b/sweep
desktop2	c2	armB	18	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 18 --output results/tier1b/sweep
desktop2	c2	armB	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 25 --output results/tier1b/sweep
desktop2	c3	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c3	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c3	armA	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 15 --output results/tier1b/sweep
desktop2	c3	armA	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 22 --output results/tier1b/sweep
desktop2	c3	armA	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 28 --output results/tier1b/sweep
desktop2	c3	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c3	armB	12	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 12 --output results/tier1b/sweep
desktop2	c3	armB	18	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 18 --output results/tier1b/sweep
desktop2	c3	armB	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 25 --output results/tier1b/sweep
desktop2	c4	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c4	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c4	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c5	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c5	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c5	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c6	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c6	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c6	armA	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 15 --output results/tier1b/sweep
desktop2	c6	armA	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 22 --output results/tier1b/sweep
desktop2	c6	armA	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 28 --output results/tier1b/sweep
desktop2	c6	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c6	armB	12	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 12 --output results/tier1b/sweep
desktop2	c6	armB	18	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 18 --output results/tier1b/sweep
desktop2	c6	armB	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 25 --output results/tier1b/sweep
desktop2	c7	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c7	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c7	armA	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 15 --output results/tier1b/sweep
desktop2	c7	armA	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 22 --output results/tier1b/sweep
desktop2	c7	armA	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 28 --output results/tier1b/sweep
desktop2	c7	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c7	armB	12	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 12 --output results/tier1b/sweep
desktop2	c7	armB	18	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 18 --output results/tier1b/sweep
desktop2	c7	armB	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 25 --output results/tier1b/sweep
desktop2	c8	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c8	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c8	armA	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 15 --output results/tier1b/sweep
desktop2	c8	armA	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 22 --output results/tier1b/sweep
desktop2	c8	armA	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 28 --output results/tier1b/sweep
desktop2	c8	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c8	armB	12	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 12 --output results/tier1b/sweep
desktop2	c8	armB	18	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 18 --output results/tier1b/sweep
desktop2	c8	armB	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 25 --output results/tier1b/sweep
desktop2	c9	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c9	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c9	armA	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 15 --output results/tier1b/sweep
desktop2	c9	armA	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 22 --output results/tier1b/sweep
desktop2	c9	armA	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 28 --output results/tier1b/sweep
desktop2	c9	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c9	armB	12	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 12 --output results/tier1b/sweep
desktop2	c9	armB	18	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 18 --output results/tier1b/sweep
desktop2	c9	armB	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 25 --output results/tier1b/sweep
desktop2	c10	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c10	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c10	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c11	armA	2	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 2 --output results/tier1b/sweep
desktop2	c11	armA	8	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 8 --output results/tier1b/sweep
desktop2	c11	armA	15	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 15 --output results/tier1b/sweep
desktop2	c11	armA	22	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 22 --output results/tier1b/sweep
desktop2	c11	armA	28	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 28 --output results/tier1b/sweep
desktop2	c11	armB	5	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 5 --output results/tier1b/sweep
desktop2	c11	armB	12	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 12 --output results/tier1b/sweep
desktop2	c11	armB	18	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 18 --output results/tier1b/sweep
desktop2	c11	armB	25	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 25 --output results/tier1b/sweep
desktop3	c1	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c1	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c1	armA	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 16 --output results/tier1b/sweep
desktop3	c1	armA	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 23 --output results/tier1b/sweep
desktop3	c1	armA	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 29 --output results/tier1b/sweep
desktop3	c1	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c1	armB	13	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 13 --output results/tier1b/sweep
desktop3	c1	armB	19	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 19 --output results/tier1b/sweep
desktop3	c1	armB	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 26 --output results/tier1b/sweep
desktop3	c2	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c2	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c2	armA	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 16 --output results/tier1b/sweep
desktop3	c2	armA	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 23 --output results/tier1b/sweep
desktop3	c2	armA	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 29 --output results/tier1b/sweep
desktop3	c2	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c2	armB	13	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 13 --output results/tier1b/sweep
desktop3	c2	armB	19	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 19 --output results/tier1b/sweep
desktop3	c2	armB	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 26 --output results/tier1b/sweep
desktop3	c3	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c3	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c3	armA	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 16 --output results/tier1b/sweep
desktop3	c3	armA	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 23 --output results/tier1b/sweep
desktop3	c3	armA	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 29 --output results/tier1b/sweep
desktop3	c3	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c3	armB	13	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 13 --output results/tier1b/sweep
desktop3	c3	armB	19	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 19 --output results/tier1b/sweep
desktop3	c3	armB	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 26 --output results/tier1b/sweep
desktop3	c4	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c4	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c4	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c5	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c5	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c5	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c6	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c6	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c6	armA	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 16 --output results/tier1b/sweep
desktop3	c6	armA	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 23 --output results/tier1b/sweep
desktop3	c6	armA	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 29 --output results/tier1b/sweep
desktop3	c6	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c6	armB	13	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 13 --output results/tier1b/sweep
desktop3	c6	armB	19	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 19 --output results/tier1b/sweep
desktop3	c6	armB	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 26 --output results/tier1b/sweep
desktop3	c7	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c7	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c7	armA	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 16 --output results/tier1b/sweep
desktop3	c7	armA	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 23 --output results/tier1b/sweep
desktop3	c7	armA	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 29 --output results/tier1b/sweep
desktop3	c7	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c7	armB	13	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 13 --output results/tier1b/sweep
